individual_id,university_attended,income
1364,non-elite university,128464
1365,non-elite university,78385
1366,elite university,117468
1367,non-elite university,74940
1368,elite university,61570
1369,non-elite university,77615
1370,elite university,48042
1371,elite university,76125
1372,elite university,53760
1373,elite university,103062
1374,elite university,148763
1375,elite university,64568
1376,non-elite university,58332
1377,non-elite university,57945
1378,elite university,81581
1379,elite university,61077
1380,elite university,82118
1381,elite university,111754
1382,elite university,102933
1383,non-elite university,77130
1384,non-elite university,37959
1385,non-elite university,94629
1386,non-elite university,83248
1387,elite university,47713
1388,elite university,96130
1389,elite university,68909
1390,elite university,109092
1391,elite university,38540
1392,non-elite university,56343
1393,non-elite university,45290
1394,elite university,49845
1395,elite university,45615
1396,elite university,83886
1397,elite university,79930
1398,elite university,53728
1399,elite university,46185
1400,non-elite university,30939
1401,elite university,59911
1402,elite university,69118
1403,non-elite university,43562
1404,non-elite university,41110
1405,elite university,58612
1406,non-elite university,58490
1407,non-elite university,86300
1408,elite university,60959
1409,elite university,110766
1410,elite university,91188
1411,non-elite university,45278
1412,elite university,67696
1413,elite university,84968
1414,elite university,94982
1415,elite university,95253
1416,elite university,39510
1417,non-elite university,53357
1418,non-elite university,102922
1419,non-elite university,90623
1420,non-elite university,46059
1421,elite university,63456
1422,non-elite university,57062
1423,non-elite university,77799
1424,elite university,47342
1425,non-elite university,90418
1426,non-elite university,41115
1427,elite university,174001
1428,non-elite university,72534
1429,non-elite university,57593
1430,non-elite university,92716
1431,elite university,47589
1432,non-elite university,63798
1433,non-elite university,104711
1434,non-elite university,74333
1435,elite university,94783
1436,non-elite university,142053
1437,non-elite university,36129
1438,non-elite university,128323
1439,elite university,35900
1440,non-elite university,54184
1441,elite university,83328
1442,non-elite university,75664
1443,elite university,45888
1444,elite university,90080
1445,elite university,44760
1446,non-elite university,52138
1447,non-elite university,79580
1448,elite university,68024
1449,non-elite university,102753
1450,non-elite university,101760
1451,elite university,82630
1452,elite university,84994
1453,non-elite university,52654
1454,elite university,30978
1455,elite university,87994
1456,elite university,91152
1457,non-elite university,61615
1458,non-elite university,77997
1459,elite university,139699
1460,elite university,91543
1461,non-elite university,35432
1462,elite university,62673
1463,non-elite university,62694
1464,elite university,55538
1465,non-elite university,92210
1466,elite university,72726
1467,elite university,123482
1468,non-elite university,58127
1469,non-elite university,84279
1470,non-elite university,80714
1471,non-elite university,56207
1472,elite university,45760
1473,elite university,87975
1474,non-elite university,92906
1475,non-elite university,58195
1476,elite university,81870
1477,non-elite university,124778
1478,elite university,191228
1479,non-elite university,57025
1480,elite university,98074
1481,non-elite university,43793
1482,non-elite university,59430
1483,elite university,103726
1484,elite university,96304
1485,non-elite university,66283
1486,non-elite university,82728
1487,elite university,67005
1488,elite university,48045
1489,non-elite university,149964
1490,non-elite university,50814
1491,elite university,60431
1492,non-elite university,63519
1493,elite university,81532
1494,elite university,57821
1495,elite university,61273
1496,non-elite university,58370
1497,non-elite university,65711
1498,non-elite university,68980
1499,elite university,72628
1500,elite university,102932
1501,non-elite university,68507
1502,non-elite university,102777
1503,elite university,50597
1504,non-elite university,79820
1505,elite university,65271
1506,non-elite university,98302
1507,non-elite university,51215
1508,non-elite university,60539
1509,elite university,66444
1510,elite university,140283
1511,elite university,92569
1512,elite university,80775
1513,elite university,124161
1514,non-elite university,75081
1515,non-elite university,82613
1516,elite university,82148
1517,non-elite university,80277
1518,non-elite university,123852
1519,elite university,102933
1520,elite university,54586
1521,elite university,54473
1522,elite university,63515
1523,elite university,75827
1524,elite university,61555
1525,non-elite university,182906
1526,elite university,97138
1527,elite university,86144
1528,non-elite university,38951
1529,non-elite university,138534
1530,non-elite university,33628
1531,elite university,58832
1532,non-elite university,66347
