individual_id,university_attended,income_elite_university,income_non_elite_university
1071,elite university,93128,92128
1072,elite university,66004,65004
1073,elite university,55470,54470
1074,non-elite university,65462,64462
1075,non-elite university,71249,70249
1076,elite university,53017,52017
1077,non-elite university,46674,45674
1078,non-elite university,40393,39393
1079,non-elite university,61347,60347
1080,non-elite university,59094,58094
1081,non-elite university,75970,74970
1082,elite university,64463,63463
1083,elite university,85881,84881
1084,elite university,66877,65877
1085,elite university,70674,69674
1086,non-elite university,68389,67389
1087,non-elite university,61412,60412
1088,non-elite university,146904,145904
1089,elite university,91554,90554
1090,elite university,55623,54623
1091,non-elite university,49187,48187
1092,elite university,91945,90945
1093,non-elite university,47757,46757
1094,non-elite university,60012,59012
1095,elite university,114097,113097
1096,elite university,37991,36991
1097,elite university,55014,54014
1098,non-elite university,58984,57984
1099,non-elite university,52920,51920
1100,elite university,93617,92617
1101,non-elite university,59342,58342
1102,non-elite university,66538,65538
1103,elite university,33896,32896
1104,elite university,66949,65949
1105,non-elite university,53087,52087
1106,elite university,61067,60067
1107,elite university,80550,79550
1108,elite university,66876,65876
1109,elite university,75612,74612
1110,elite university,51032,50032
1111,non-elite university,73481,72481
1112,non-elite university,44122,43122
1113,non-elite university,53194,52194
1114,non-elite university,46593,45593
1115,elite university,53878,52878
1116,non-elite university,47585,46585
1117,non-elite university,62991,61991
1118,non-elite university,80943,79943
1119,non-elite university,131031,130031
1120,non-elite university,37319,36319
1121,non-elite university,70334,69334
1122,non-elite university,60053,59053
1123,elite university,74045,73045
1124,non-elite university,78754,77754
1125,non-elite university,73570,72570
1126,elite university,93525,92525
1127,non-elite university,50509,49509
1128,elite university,105747,104747
1129,elite university,134037,133037
1130,non-elite university,36036,35036
1131,elite university,42624,41624
1132,non-elite university,121013,120013
1133,non-elite university,52005,51005
1134,non-elite university,48312,47312
1135,elite university,91637,90637
1136,elite university,75756,74756
1137,non-elite university,78600,77600
1138,non-elite university,63327,62327
1139,elite university,80731,79731
1140,elite university,51359,50359
1141,non-elite university,52184,51184
1142,non-elite university,27845,26845
1143,elite university,62335,61335
1144,elite university,68770,67770
1145,elite university,83737,82737
1146,non-elite university,57797,56797
1147,non-elite university,133221,132221
1148,non-elite university,57534,56534
1149,non-elite university,102362,101362
1150,elite university,81968,80968
1151,non-elite university,67226,66226
1152,non-elite university,57240,56240
1153,elite university,94016,93016
1154,non-elite university,79649,78649
1155,non-elite university,67887,66887
1156,elite university,87700,86700
1157,non-elite university,69578,68578
1158,elite university,61582,60582
1159,non-elite university,41068,40068
1160,non-elite university,49170,48170
1161,non-elite university,95200,94200
1162,non-elite university,50966,49966
1163,elite university,51255,50255
1164,elite university,105937,104937
1165,non-elite university,69083,68083
1166,non-elite university,38039,37039
1167,non-elite university,43587,42587
1168,elite university,122335,121335
1169,non-elite university,64066,63066
1170,non-elite university,45642,44642
1171,non-elite university,64315,63315
1172,elite university,72839,71839
1173,non-elite university,62044,61044
1174,elite university,82866,81866
1175,elite university,72096,71096
1176,elite university,111563,110563
1177,elite university,68687,67687
1178,non-elite university,40255,39255
1179,non-elite university,48819,47819
1180,elite university,59520,58520
1181,elite university,63388,62388
1182,elite university,118470,117470
1183,elite university,106608,105608
1184,elite university,74678,73678
1185,non-elite university,83996,82996
1186,non-elite university,199138,198138
1187,non-elite university,66489,65489
1188,non-elite university,42739,41739
1189,non-elite university,53410,52410
1190,elite university,69392,68392
1191,non-elite university,78262,77262
1192,non-elite university,65798,64798
1193,elite university,91868,90868
1194,non-elite university,59620,58620
1195,elite university,118299,117299
1196,elite university,129681,128681
1197,elite university,55876,54876
1198,non-elite university,70833,69833
1199,non-elite university,57313,56313
1200,elite university,39493,38493
1201,elite university,58825,57825
1202,non-elite university,83000,82000
1203,non-elite university,58668,57668
1204,elite university,95923,94923
1205,elite university,46315,45315
1206,elite university,68390,67390
1207,non-elite university,34630,33630
1208,non-elite university,49185,48185
1209,non-elite university,94197,93197
1210,non-elite university,94217,93217
1211,elite university,72669,71669
1212,elite university,65623,64623
1213,non-elite university,53322,52322
1214,elite university,55445,54445
1215,elite university,49613,48613
1216,non-elite university,62480,61480
1217,non-elite university,74661,73661
1218,non-elite university,103309,102309
1219,non-elite university,93253,92253
1220,non-elite university,67572,66572
1221,non-elite university,36269,35269
1222,non-elite university,33097,32097
1223,elite university,79956,78956
1224,non-elite university,46542,45542
1225,non-elite university,110545,109545
1226,non-elite university,52553,51553
1227,non-elite university,77707,76707
1228,elite university,76220,75220
1229,non-elite university,30493,29493
1230,non-elite university,77741,76741
1231,elite university,77767,76767
1232,elite university,81327,80327
1233,elite university,76975,75975
1234,non-elite university,62241,61241
1235,elite university,47298,46298
1236,non-elite university,35963,34963
1237,non-elite university,40120,39120
1238,elite university,99419,98419
1239,elite university,70908,69908
1240,non-elite university,55006,54006
1241,elite university,107072,106072
1242,elite university,121814,120814
1243,elite university,105001,104001
1244,non-elite university,95181,94181
1245,elite university,51967,50967
1246,non-elite university,41711,40711
1247,elite university,61362,60362
1248,non-elite university,34541,33541
1249,elite university,98336,97336
1250,elite university,60934,59934
1251,non-elite university,41531,40531
1252,elite university,104292,103292
1253,non-elite university,94227,93227
1254,non-elite university,59436,58436
1255,non-elite university,71147,70147
1256,elite university,45457,44457
1257,non-elite university,58178,57178
1258,elite university,99187,98187
1259,elite university,106607,105607
1260,non-elite university,82048,81048
1261,non-elite university,61424,60424
1262,elite university,77889,76889
1263,non-elite university,62873,61873
1264,non-elite university,49178,48178
1265,elite university,98688,97688
1266,non-elite university,69747,68747
1267,elite university,51785,50785
1268,elite university,65580,64580
1269,elite university,36966,35966
1270,elite university,56207,55207
1271,non-elite university,52189,51189
1272,elite university,57470,56470
1273,elite university,64934,63934
